method,userId,rank,movieId,title
Content-TFIDF,302,3,5628,Wasabi (2001)
Content-TFIDF,302,4,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,302,5,5027,Another 48 Hrs. (1990)
Content-TFIDF,302,6,1432,Metro (1997)
Content-TFIDF,302,7,3893,Nurse Betty (2000)
Content-TFIDF,302,8,1912,Out of Sight (1998)
Content-TFIDF,302,9,144606,Confessions of a Dangerous Mind (2002)
Content-TFIDF,302,10,459,"Getaway, The (1994)"
Content-TFIDF,303,1,27032,Who Am I? (Wo shi shei) (1998)
Content-TFIDF,303,2,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,303,3,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,303,4,8361,"Day After Tomorrow, The (2004)"
Content-TFIDF,303,5,91500,The Hunger Games (2012)
Content-TFIDF,303,6,58025,Jumper (2008)
Content-TFIDF,303,7,117529,Jurassic World (2015)
Content-TFIDF,303,8,48774,Children of Men (2006)
Content-TFIDF,303,9,3638,Moonraker (1979)
Content-TFIDF,303,10,8644,"I, Robot (2004)"
Content-TFIDF,304,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,304,2,42015,Casanova (2005)
Content-TFIDF,304,3,71999,Aelita: The Queen of Mars (Aelita) (1924)
Content-TFIDF,304,4,4800,King Solomon's Mines (1937)
Content-TFIDF,304,5,55116,"Hunting Party, The (2007)"
Content-TFIDF,304,6,6564,Lara Croft Tomb Raider: The Cradle of Life (2003)
Content-TFIDF,304,7,117529,Jurassic World (2015)
Content-TFIDF,304,8,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,304,9,8361,"Day After Tomorrow, The (2004)"
Content-TFIDF,304,10,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,305,1,20,Money Train (1995)
Content-TFIDF,305,2,5027,Another 48 Hrs. (1990)
Content-TFIDF,305,3,1432,Metro (1997)
Content-TFIDF,305,4,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,305,5,5628,Wasabi (2001)
Content-TFIDF,305,6,519,RoboCop 3 (1993)
Content-TFIDF,305,7,8798,Collateral (2004)
Content-TFIDF,305,8,78,"Crossing Guard, The (1995)"
Content-TFIDF,305,9,1589,Cop Land (1997)
Content-TFIDF,305,10,3682,Magnum Force (1973)
Content-TFIDF,306,1,69644,Ice Age: Dawn of the Dinosaurs (2009)
Content-TFIDF,306,2,108540,Ernest & Célestine (Ernest et Célestine) (2012)
Content-TFIDF,306,3,84637,Gnomeo & Juliet (2011)
Content-TFIDF,306,4,92348,Puss in Boots (Nagagutsu o haita neko) (1969)
Content-TFIDF,306,5,86286,Daffy Duck's Quackbusters (1988)
Content-TFIDF,306,6,138702,Feast (2014)
Content-TFIDF,306,7,71494,"Haunted World of El Superbeasto, The (2009)"
Content-TFIDF,306,8,76301,"Emperor's New Groove 2: Kronk's New Groove, The (2005)"
Content-TFIDF,306,9,239,"Goofy Movie, A (1995)"
Content-TFIDF,306,10,2080,Lady and the Tramp (1955)
Content-TFIDF,307,1,189043,Boundaries (2018)
Content-TFIDF,307,2,2975,"Best Man, The (1999)"
Content-TFIDF,307,3,2977,Crazy in Alabama (1999)
Content-TFIDF,307,4,140289,Men & Chicken (2015)
Content-TFIDF,307,5,3045,Peter's Friends (1992)
Content-TFIDF,307,6,3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
Content-TFIDF,307,7,3071,Stand and Deliver (1988)
Content-TFIDF,307,8,142372,Our Brand Is Crisis (2015)
Content-TFIDF,307,9,2861,For Love of the Game (1999)
Content-TFIDF,307,10,138396,There Will Come a Day (2013)
Content-TFIDF,308,1,71999,Aelita: The Queen of Mars (Aelita) (1924)
Content-TFIDF,308,2,45672,Click (2006)
Content-TFIDF,308,3,27036,Merlin (1998)
Content-TFIDF,308,4,53140,"Librarian: Quest for the Spear, The (2004)"
Content-TFIDF,308,5,117646,Dragonheart 2: A New Beginning (2000)
Content-TFIDF,308,6,258,"Kid in King Arthur's Court, A (1995)"
Content-TFIDF,308,7,92348,Puss in Boots (Nagagutsu o haita neko) (1969)
Content-TFIDF,308,8,4306,Shrek (2001)
Content-TFIDF,308,9,84637,Gnomeo & Juliet (2011)
Content-TFIDF,308,10,179511,Emerald Green (2016)
Content-TFIDF,309,1,193585,Flint (2017)
Content-TFIDF,309,2,85213,"Sunset Limited, The (2011)"
Content-TFIDF,309,3,84240,Even the Rain (También la lluvia) (2010)
Content-TFIDF,309,4,83369,"Way Back, The (2010)"
Content-TFIDF,309,5,87660,Too Big to Fail (2011)
Content-TFIDF,309,6,82767,Rabbit Hole (2010)
Content-TFIDF,309,7,82684,Trash Humpers (2009)
Content-TFIDF,309,8,154,Beauty of the Day (Belle de jour) (1967)
Content-TFIDF,309,9,148,"Awfully Big Adventure, An (1995)"
Content-TFIDF,309,10,147,"Basketball Diaries, The (1995)"
Content-TFIDF,310,1,72142,Love Exposure (Ai No Mukidashi) (2008)
Content-TFIDF,310,2,66203,He's Just Not That Into You (2009)
Content-TFIDF,310,3,86817,Something Borrowed (2011)
Content-TFIDF,310,4,3099,Shampoo (1975)
Content-TFIDF,310,5,3097,"Shop Around the Corner, The (1940)"
Content-TFIDF,310,6,3559,Limelight (1952)
Content-TFIDF,310,7,6993,Hannah and Her Sisters (1986)
Content-TFIDF,310,8,7023,"Wedding Banquet, The (Xi yan) (1993)"
Content-TFIDF,310,9,7020,Proof (1991)
Content-TFIDF,310,10,5051,Italian for Beginners (Italiensk for begyndere) (2000)
Content-TFIDF,312,1,6395,"Crazies, The (a.k.a. Code Name: Trixie) (1973)"
Content-TFIDF,312,2,74685,"Crazies, The (2010)"
Content-TFIDF,312,3,54771,"Invasion, The (2007)"
Content-TFIDF,312,4,60471,Rogue (2007)
Content-TFIDF,312,5,8830,Anacondas: The Hunt for the Blood Orchid (2004)
Content-TFIDF,312,6,4552,"Tetsuo, the Ironman (Tetsuo) (1988)"
Content-TFIDF,312,7,2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)"
Content-TFIDF,312,8,86835,Priest (2011)
Content-TFIDF,312,9,1320,Alien³ (a.k.a. Alien 3) (1992)
Content-TFIDF,312,10,169984,Alien: Covenant (2017)
Content-TFIDF,313,1,60471,Rogue (2007)
Content-TFIDF,313,2,58025,Jumper (2008)
Content-TFIDF,313,3,8361,"Day After Tomorrow, The (2004)"
Content-TFIDF,313,4,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,313,5,117529,Jurassic World (2015)
Content-TFIDF,313,6,48774,Children of Men (2006)
Content-TFIDF,313,7,91500,The Hunger Games (2012)
Content-TFIDF,313,8,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,313,9,27032,Who Am I? (Wo shi shei) (1998)
Content-TFIDF,313,10,68791,Terminator Salvation (2009)
Content-TFIDF,314,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,314,2,42015,Casanova (2005)
Content-TFIDF,314,3,72142,Love Exposure (Ai No Mukidashi) (2008)
Content-TFIDF,314,4,55116,"Hunting Party, The (2007)"
Content-TFIDF,314,5,31367,"Chase, The (1994)"
Content-TFIDF,314,6,459,"Getaway, The (1994)"
Content-TFIDF,314,7,6564,Lara Croft Tomb Raider: The Cradle of Life (2003)
Content-TFIDF,314,8,4800,King Solomon's Mines (1937)
Content-TFIDF,314,9,70728,Bronson (2009)
Content-TFIDF,314,10,59947,"Protector, The (1985)"
Content-TFIDF,317,1,20,Money Train (1995)
Content-TFIDF,317,2,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,317,3,5628,Wasabi (2001)
Content-TFIDF,317,4,1432,Metro (1997)
Content-TFIDF,317,5,145,Bad Boys (1995)
Content-TFIDF,317,6,5027,Another 48 Hrs. (1990)
Content-TFIDF,317,7,37733,"History of Violence, A (2005)"
Content-TFIDF,317,8,78,"Crossing Guard, The (1995)"
Content-TFIDF,317,9,50794,Smokin' Aces (2006)
Content-TFIDF,317,10,73741,Ninja (2009)
Content-TFIDF,318,1,55116,"Hunting Party, The (2007)"
Content-TFIDF,318,2,5628,Wasabi (2001)
Content-TFIDF,318,3,5027,Another 48 Hrs. (1990)
Content-TFIDF,318,4,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,318,5,1432,Metro (1997)
Content-TFIDF,318,6,20,Money Train (1995)
Content-TFIDF,318,7,4956,"Stunt Man, The (1980)"
Content-TFIDF,318,8,5657,Flashback (1990)
Content-TFIDF,318,9,6990,The Great Train Robbery (1978)
Content-TFIDF,318,10,70728,Bronson (2009)
Content-TFIDF,319,1,4719,Osmosis Jones (2001)
Content-TFIDF,319,2,108540,Ernest & Célestine (Ernest et Célestine) (2012)
Content-TFIDF,319,3,2090,"Rescuers, The (1977)"
Content-TFIDF,319,4,69644,Ice Age: Dawn of the Dinosaurs (2009)
Content-TFIDF,319,5,138702,Feast (2014)
Content-TFIDF,319,6,459,"Getaway, The (1994)"
Content-TFIDF,319,7,85261,Mars Needs Moms (2011)
Content-TFIDF,319,8,970,Beat the Devil (1953)
Content-TFIDF,319,9,87222,Kung Fu Panda 2 (2011)
Content-TFIDF,319,10,62999,Madagascar: Escape 2 Africa (2008)
Content-TFIDF,320,1,130518,The Amazing Screw-On Head (2006)
Content-TFIDF,320,2,66297,Futurama: Into the Wild Green Yonder (2009)
Content-TFIDF,320,3,193565,Gintama: The Movie (2010)
Content-TFIDF,320,4,157865,Ratchet & Clank (2016)
Content-TFIDF,320,5,40339,Chicken Little (2005)
Content-TFIDF,320,6,52287,Meet the Robinsons (2007)
Content-TFIDF,320,7,5047,Kung Pow: Enter the Fist (2002)
Content-TFIDF,320,8,5490,The Big Bus (1976)
Content-TFIDF,320,9,5438,Men at Work (1990)
Content-TFIDF,320,10,98503,Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980)
Content-TFIDF,321,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,321,2,6564,Lara Croft Tomb Raider: The Cradle of Life (2003)
Content-TFIDF,321,3,31367,"Chase, The (1994)"
Content-TFIDF,321,4,55116,"Hunting Party, The (2007)"
Content-TFIDF,321,5,117646,Dragonheart 2: A New Beginning (2000)
Content-TFIDF,321,6,71999,Aelita: The Queen of Mars (Aelita) (1924)
Content-TFIDF,321,7,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
Content-TFIDF,321,8,4270,"Mummy Returns, The (2001)"
Content-TFIDF,321,9,2835,Chill Factor (1999)
Content-TFIDF,321,10,27032,Who Am I? (Wo shi shei) (1998)
Content-TFIDF,322,1,3893,Nurse Betty (2000)
Content-TFIDF,322,2,144606,Confessions of a Dangerous Mind (2002)
Content-TFIDF,322,3,1912,Out of Sight (1998)
Content-TFIDF,322,4,5666,"Rules of Attraction, The (2002)"
Content-TFIDF,322,5,496,What Happened Was... (1994)
Content-TFIDF,322,6,4956,"Stunt Man, The (1980)"
Content-TFIDF,322,7,1432,Metro (1997)
Content-TFIDF,322,8,145,Bad Boys (1995)
Content-TFIDF,322,9,5628,Wasabi (2001)
Content-TFIDF,322,10,5027,Another 48 Hrs. (1990)
Content-TFIDF,323,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,323,2,459,"Getaway, The (1994)"
Content-TFIDF,323,3,5027,Another 48 Hrs. (1990)
Content-TFIDF,323,4,5628,Wasabi (2001)
Content-TFIDF,323,5,145,Bad Boys (1995)
Content-TFIDF,323,6,20,Money Train (1995)
Content-TFIDF,323,7,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,323,8,1432,Metro (1997)
Content-TFIDF,323,9,55116,"Hunting Party, The (2007)"
Content-TFIDF,323,10,3893,Nurse Betty (2000)
Content-TFIDF,324,1,189043,Boundaries (2018)
Content-TFIDF,324,2,193571,Silver Spoon (2014)
Content-TFIDF,324,3,93114,Ro.Go.Pa.G. (1963)
Content-TFIDF,324,4,94070,"Best Exotic Marigold Hotel, The (2011)"
Content-TFIDF,324,5,94661,Rocket Singh: Salesman of the Year (2009)
Content-TFIDF,324,6,3410,Soft Fruit (1999)
Content-TFIDF,324,7,3477,Empire Records (1995)
Content-TFIDF,324,8,25887,Tales of Manhattan (1942)
Content-TFIDF,324,9,25952,"Letter to Three Wives, A (1949)"
Content-TFIDF,324,10,75,Big Bully (1996)
Content-TFIDF,325,1,6003,Confessions of a Dangerous Mind (2002)
Content-TFIDF,325,2,71211,"Informant!, The (2009)"
Content-TFIDF,325,3,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992)
Content-TFIDF,325,4,57669,In Bruges (2008)
Content-TFIDF,325,5,608,Fargo (1996)
Content-TFIDF,325,6,6705,Party Monster (2003)
Content-TFIDF,325,7,75813,Leaves of Grass (2009)
Content-TFIDF,325,8,1034,Freeway (1996)
Content-TFIDF,325,9,4242,Beautiful Creatures (2000)
Content-TFIDF,325,10,105835,"Double, The (2013)"
Content-TFIDF,326,1,14,Nixon (1995)
Content-TFIDF,326,2,190213,John From (2015)
Content-TFIDF,326,3,2313,"Elephant Man, The (1980)"
Content-TFIDF,326,4,2314,Beloved (1998)
Content-TFIDF,326,5,2333,Gods and Monsters (1998)
Content-TFIDF,326,6,3038,"Face in the Crowd, A (1957)"
Content-TFIDF,326,7,2304,Love Is the Devil (1998)
Content-TFIDF,326,8,62,Mr. Holland's Opus (1995)
Content-TFIDF,326,9,40,"Cry, the Beloved Country (1995)"
Content-TFIDF,326,10,4393,Another Woman (1988)
Content-TFIDF,327,1,3130,Bonfire of the Vanities (1990)
Content-TFIDF,327,2,32469,We're No Angels (1955)
Content-TFIDF,327,3,5968,Miami Blues (1990)
Content-TFIDF,327,4,2289,"Player, The (1992)"
Content-TFIDF,327,5,478,Jimmy Hollywood (1994)
Content-TFIDF,327,6,7364,Intermission (2003)
Content-TFIDF,327,7,106782,"Wolf of Wall Street, The (2013)"
Content-TFIDF,327,8,94896,Bernie (2011)
Content-TFIDF,327,9,6708,Matchstick Men (2003)
Content-TFIDF,327,10,109864,Veronica Mars (2014)
Content-TFIDF,328,1,117646,Dragonheart 2: A New Beginning (2000)
Content-TFIDF,328,2,5657,Flashback (1990)
Content-TFIDF,328,3,6990,The Great Train Robbery (1978)
Content-TFIDF,328,4,51939,TMNT (Teenage Mutant Ninja Turtles) (2007)
Content-TFIDF,328,5,26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)"
Content-TFIDF,328,6,108932,The Lego Movie (2014)
Content-TFIDF,328,7,546,Super Mario Bros. (1993)
Content-TFIDF,328,8,148775,Wizards of Waverly Place: The Movie (2009)
Content-TFIDF,328,9,55116,"Hunting Party, The (2007)"
Content-TFIDF,328,10,40339,Chicken Little (2005)
Content-TFIDF,330,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,330,2,55116,"Hunting Party, The (2007)"
Content-TFIDF,330,3,117646,Dragonheart 2: A New Beginning (2000)
Content-TFIDF,330,4,71999,Aelita: The Queen of Mars (Aelita) (1924)
Content-TFIDF,330,5,5657,Flashback (1990)
Content-TFIDF,330,6,6990,The Great Train Robbery (1978)
Content-TFIDF,330,7,145,Bad Boys (1995)
Content-TFIDF,330,8,1432,Metro (1997)
Content-TFIDF,330,9,5628,Wasabi (2001)
Content-TFIDF,330,10,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,331,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,331,2,459,"Getaway, The (1994)"
Content-TFIDF,331,3,55116,"Hunting Party, The (2007)"
Content-TFIDF,331,4,6990,The Great Train Robbery (1978)
Content-TFIDF,331,5,5657,Flashback (1990)
Content-TFIDF,331,6,145,Bad Boys (1995)
Content-TFIDF,331,7,5027,Another 48 Hrs. (1990)
Content-TFIDF,331,8,5628,Wasabi (2001)
Content-TFIDF,331,9,1432,Metro (1997)
Content-TFIDF,331,10,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,332,1,71999,Aelita: The Queen of Mars (Aelita) (1924)
Content-TFIDF,332,2,48774,Children of Men (2006)
Content-TFIDF,332,3,117529,Jurassic World (2015)
Content-TFIDF,332,4,58025,Jumper (2008)
Content-TFIDF,332,5,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,332,6,8361,"Day After Tomorrow, The (2004)"
Content-TFIDF,332,7,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,332,8,519,RoboCop 3 (1993)
Content-TFIDF,332,9,2985,RoboCop (1987)
Content-TFIDF,332,10,459,"Getaway, The (1994)"
Content-TFIDF,333,1,4818,Extreme Days (2001)
Content-TFIDF,333,2,66509,Funny People (2009)
Content-TFIDF,333,3,183317,Patti Rocks (1988)
Content-TFIDF,333,4,65230,Marley & Me (2008)
Content-TFIDF,333,5,1870,"Dancer, Texas Pop. 81 (1998)"
Content-TFIDF,333,6,193571,Silver Spoon (2014)
Content-TFIDF,333,7,7222,Reefer Madness (a.k.a. Tell Your Children) (1938)
Content-TFIDF,333,8,93512,"Jeff, Who Lives at Home (2012)"
Content-TFIDF,333,9,93443,Goon (2011)
Content-TFIDF,333,10,1816,Two Girls and a Guy (1997)
Content-TFIDF,334,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,334,2,42015,Casanova (2005)
Content-TFIDF,334,3,71999,Aelita: The Queen of Mars (Aelita) (1924)
Content-TFIDF,334,4,380,True Lies (1994)
Content-TFIDF,334,5,6564,Lara Croft Tomb Raider: The Cradle of Life (2003)
Content-TFIDF,334,6,117646,Dragonheart 2: A New Beginning (2000)
Content-TFIDF,334,7,53140,"Librarian: Quest for the Spear, The (2004)"
Content-TFIDF,334,8,1197,"Princess Bride, The (1987)"
Content-TFIDF,334,9,55116,"Hunting Party, The (2007)"
Content-TFIDF,334,10,2406,Romancing the Stone (1984)
Content-TFIDF,335,1,144606,Confessions of a Dangerous Mind (2002)
Content-TFIDF,335,2,1912,Out of Sight (1998)
Content-TFIDF,335,3,3893,Nurse Betty (2000)
Content-TFIDF,335,4,27716,"Green Butchers, The (Grønne slagtere, De) (2003)"
Content-TFIDF,335,5,33903,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)"
Content-TFIDF,335,6,6023,Band of Outsiders (Bande à part) (1964)
Content-TFIDF,335,7,72919,Did You Hear About the Morgans? (2009)
Content-TFIDF,335,8,129354,Focus (2015)
Content-TFIDF,335,9,5027,Another 48 Hrs. (1990)
Content-TFIDF,335,10,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,336,1,20,Money Train (1995)
Content-TFIDF,336,2,145,Bad Boys (1995)
Content-TFIDF,336,3,5628,Wasabi (2001)
Content-TFIDF,336,4,5027,Another 48 Hrs. (1990)
Content-TFIDF,336,5,1432,Metro (1997)
Content-TFIDF,336,6,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,336,7,91842,Contraband (2012)
Content-TFIDF,336,8,2881,Double Jeopardy (1999)
Content-TFIDF,336,9,6280,"Man Apart, A (2003)"
Content-TFIDF,336,10,3682,Magnum Force (1973)
Content-TFIDF,337,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,337,2,55116,"Hunting Party, The (2007)"
Content-TFIDF,337,3,59947,"Protector, The (1985)"
Content-TFIDF,337,4,70728,Bronson (2009)
Content-TFIDF,337,5,6564,Lara Croft Tomb Raider: The Cradle of Life (2003)
Content-TFIDF,337,6,380,True Lies (1994)
Content-TFIDF,337,7,31367,"Chase, The (1994)"
Content-TFIDF,337,8,5027,Another 48 Hrs. (1990)
Content-TFIDF,337,9,20,Money Train (1995)
Content-TFIDF,337,10,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,338,1,69131,Killshot (2008)
Content-TFIDF,338,2,67923,"Fast & Furious (Fast and the Furious 4, The) (2009)"
Content-TFIDF,338,3,67508,"Baader Meinhof Komplex, Der (2008)"
Content-TFIDF,338,4,78,"Crossing Guard, The (1995)"
Content-TFIDF,338,5,2881,Double Jeopardy (1999)
Content-TFIDF,338,6,2540,"Corruptor, The (1999)"
Content-TFIDF,338,7,3265,Hard-Boiled (Lat sau san taam) (1992)
Content-TFIDF,338,8,3275,"Boondock Saints, The (2000)"
Content-TFIDF,338,9,3761,"Blood In, Blood Out (1993)"
Content-TFIDF,338,10,3256,Patriot Games (1992)
Content-TFIDF,339,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,339,2,459,"Getaway, The (1994)"
Content-TFIDF,339,3,55116,"Hunting Party, The (2007)"
Content-TFIDF,339,4,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,339,5,5027,Another 48 Hrs. (1990)
Content-TFIDF,339,6,5628,Wasabi (2001)
Content-TFIDF,339,7,20,Money Train (1995)
Content-TFIDF,339,8,1432,Metro (1997)
Content-TFIDF,339,9,145,Bad Boys (1995)
Content-TFIDF,339,10,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,340,1,6016,City of God (Cidade de Deus) (2002)
Content-TFIDF,340,2,2625,Black Mask (Hak hap) (1996)
Content-TFIDF,340,3,91500,The Hunger Games (2012)
Content-TFIDF,340,4,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,340,5,48774,Children of Men (2006)
Content-TFIDF,340,6,117529,Jurassic World (2015)
Content-TFIDF,340,7,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,340,8,58025,Jumper (2008)
Content-TFIDF,340,9,8361,"Day After Tomorrow, The (2004)"
Content-TFIDF,340,10,89087,Colombiana (2011)
Content-TFIDF,341,1,188797,Tag (2018)
Content-TFIDF,341,2,39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005)
Content-TFIDF,341,3,5,Father of the Bride Part II (1995)
Content-TFIDF,341,4,193609,Andrew Dice Clay: Dice Rules (1991)
Content-TFIDF,341,5,3809,What About Bob? (1991)
Content-TFIDF,341,6,3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)
Content-TFIDF,341,7,3814,Love and Death (1975)
Content-TFIDF,341,8,3819,Tampopo (1985)
Content-TFIDF,341,9,3821,Nutty Professor II: The Klumps (2000)
Content-TFIDF,341,10,3646,Big Momma's House (2000)
Content-TFIDF,342,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,342,2,5416,Cherish (2002)
Content-TFIDF,342,3,105835,"Double, The (2013)"
Content-TFIDF,342,4,6193,Poolhall Junkies (2002)
Content-TFIDF,342,5,319,Shallow Grave (1994)
Content-TFIDF,342,6,45,To Die For (1995)
Content-TFIDF,342,7,41716,"Matador, The (2005)"
Content-TFIDF,342,8,145150,The Dressmaker (2015)
Content-TFIDF,342,9,91128,"Rum Diary, The (2011)"
Content-TFIDF,342,10,116897,Wild Tales (2014)
Content-TFIDF,343,1,5628,Wasabi (2001)
Content-TFIDF,343,2,5027,Another 48 Hrs. (1990)
Content-TFIDF,343,3,145,Bad Boys (1995)
Content-TFIDF,343,4,20,Money Train (1995)
Content-TFIDF,343,5,1432,Metro (1997)
Content-TFIDF,343,6,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,343,7,459,"Getaway, The (1994)"
Content-TFIDF,343,8,5657,Flashback (1990)
Content-TFIDF,343,9,6990,The Great Train Robbery (1978)
Content-TFIDF,343,10,1034,Freeway (1996)
Content-TFIDF,344,1,8361,"Day After Tomorrow, The (2004)"
Content-TFIDF,344,2,27618,"Sound of Thunder, A (2005)"
Content-TFIDF,344,3,91500,The Hunger Games (2012)
Content-TFIDF,344,4,58025,Jumper (2008)
Content-TFIDF,344,5,48774,Children of Men (2006)
Content-TFIDF,344,6,117529,Jurassic World (2015)
Content-TFIDF,344,7,187031,Jurassic World: Fallen Kingdom (2018)
Content-TFIDF,344,8,1726,"Postman, The (1997)"
Content-TFIDF,344,9,72308,Battlestar Galactica: The Plan (2009)
Content-TFIDF,344,10,171765,Okja (2017)
Content-TFIDF,345,1,118166,Courier (1987)
Content-TFIDF,345,2,4,Waiting to Exhale (1995)
Content-TFIDF,345,3,11,"American President, The (1995)"
Content-TFIDF,345,4,106594,Red Flag (2012)
Content-TFIDF,345,5,106330,Last Vegas (2013)
Content-TFIDF,345,6,105213,Don Jon (2013)
Content-TFIDF,345,7,105211,Enough Said (2013)
Content-TFIDF,345,8,104863,What If (2013)
Content-TFIDF,345,9,103801,Drinking Buddies (2013)
Content-TFIDF,345,10,232,Eat Drink Man Woman (Yin shi nan nu) (1994)
Content-TFIDF,346,1,31,Dangerous Minds (1995)
Content-TFIDF,346,2,40,"Cry, the Beloved Country (1995)"
Content-TFIDF,346,3,43,Restoration (1995)
Content-TFIDF,346,4,55,Georgia (1995)
Content-TFIDF,346,5,57,Home for the Holidays (1995)
Content-TFIDF,346,6,62,Mr. Holland's Opus (1995)
Content-TFIDF,346,7,121,"Boys of St. Vincent, The (1992)"
Content-TFIDF,346,8,147,"Basketball Diaries, The (1995)"
Content-TFIDF,346,9,148,"Awfully Big Adventure, An (1995)"
Content-TFIDF,346,10,154,Beauty of the Day (Belle de jour) (1967)
Content-TFIDF,347,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,347,2,6564,Lara Croft Tomb Raider: The Cradle of Life (2003)
Content-TFIDF,347,3,55116,"Hunting Party, The (2007)"
Content-TFIDF,347,4,31367,"Chase, The (1994)"
Content-TFIDF,347,5,4800,King Solomon's Mines (1937)
Content-TFIDF,347,6,42015,Casanova (2005)
Content-TFIDF,347,7,2468,Jumpin' Jack Flash (1986)
Content-TFIDF,347,8,4270,"Mummy Returns, The (2001)"
Content-TFIDF,347,9,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
Content-TFIDF,347,10,2835,Chill Factor (1999)
Content-TFIDF,348,1,1432,Metro (1997)
Content-TFIDF,348,2,20,Money Train (1995)
Content-TFIDF,348,3,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,348,4,5628,Wasabi (2001)
Content-TFIDF,348,5,5027,Another 48 Hrs. (1990)
Content-TFIDF,348,6,145,Bad Boys (1995)
Content-TFIDF,348,7,459,"Getaway, The (1994)"
Content-TFIDF,348,8,4879,High Heels and Low Lifes (2001)
Content-TFIDF,348,9,4085,Beverly Hills Cop (1984)
Content-TFIDF,348,10,1473,Best Men (1997)
Content-TFIDF,349,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,349,2,459,"Getaway, The (1994)"
Content-TFIDF,349,3,1912,Out of Sight (1998)
Content-TFIDF,349,4,144606,Confessions of a Dangerous Mind (2002)
Content-TFIDF,349,5,3893,Nurse Betty (2000)
Content-TFIDF,349,6,4719,Osmosis Jones (2001)
Content-TFIDF,349,7,145,Bad Boys (1995)
Content-TFIDF,349,8,1432,Metro (1997)
Content-TFIDF,349,9,20,Money Train (1995)
Content-TFIDF,349,10,7007,"Last Boy Scout, The (1991)"
Content-TFIDF,350,1,4956,"Stunt Man, The (1980)"
Content-TFIDF,350,2,380,True Lies (1994)
Content-TFIDF,350,3,6564,Lara Croft Tomb Raider: The Cradle of Life (2003)
Content-TFIDF,350,4,55116,"Hunting Party, The (2007)"
Content-TFIDF,350,5,31367,"Chase, The (1994)"
Content-TFIDF,350,6,1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
Content-TFIDF,350,7,4270,"Mummy Returns, The (2001)"
Content-TFIDF,350,8,2835,Chill Factor (1999)
Content-TFIDF,350,9,27032,Who Am I? (Wo shi shei) (1998)
Content-TFIDF,350,10,4800,King Solomon's Mines (1937)
Content-TFIDF,351,1,144606,Confessions of a Dangerous Mind (2002)
Content-TFIDF,351,2,3893,Nurse Betty (2000)
Content-TFIDF,351,3,1912,Out of Sight (1998)
Content-TFIDF,351,4,2764,"Thomas Crown Affair, The (1968)"
Content-TFIDF,351,5,3598,Hamlet (2000)
Content-TFIDF,351,6,4919,Subway (1985)
Content-TFIDF,351,7,81788,"Next Three Days, The (2010)"
